SAMPLE ID,,IGSN,SOURCE,DOI,TITLE,JOURNAL,MIN AGE,AGE,MAX AGE,MATERIAL,TYPE,COMPOSITION,ROCK NAME,LATITUDE,LONGITUDE,LOCPREC,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FEO,FeOT,MGO,CAO,NA2O,K2O,K_wt_percent,P2O5,MNO,LOI,H2O_PLUS,H2O_MINUS,H2O,Total,Mg_number,CR2O3,CR,LA,NIO,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,LI,BE,B,C,CO2,F,CL,SC,TI,V,CO,NI,ZN,CU,ZR,GA,BA,W,AU,HG,TA,SB,SE,SN,S,U,RE,I,P,Y,MO,PD,TE,PT,HF,IR,PB,IN,AG,TH,TL,AS,RB,CS,SR,BI,NB,OS,CD,N,RU,BR,GE
RM49,,,,,"Origin of the continental crust in the Colorado Plateau: Geochemical evidence from mafic xenoliths from the Navajo Volcanic Field, southwestern USA",GEOCHIM. COSMOCHIM. ACTA,2300,,1700,Xenolith,,,Granulite,36.70,-109.20,,45.35,0.95,19.32,10.66,,,9.59,7.67,6.84,2.76,1.16,0.962974,0.71,0.23,3.61,,,,93.87,58.77,0.01,48.00,46.60,0.011315376,110.00,,48.00,10.00,2.30,,1.05,,,,,2.25,0.31,,,,,,,,43.00,,144.00,,144.00,,,99.00,,344.00,,,,,,,,,0.81,,,,29.00,,,,,0.42,,12.00,,,0.82,,,23.00,,1045.00,,3.10,,,,,,
S 25,,,GEOROC,10.1016/S0016-7037(01)00609-3,"GEOCHEMISTRY OF LOWER CRUSTAL XENOLITHS FROM NEOGENE HANNUOBA BASALT, NORTH CHINA CRATON: IMPLICATIONS FOR PETROGENESIS AND LOWER CRUSTAL COMPOSITION",GEOCHIM. COSMOCHIM. ACTA,,,,Xenolith,,,Granulite,40.80,114.50,0.01,57.48,0.29,17.58,0.92,,1.50,2.33,2.95,5.67,3.05,3.99,3.31,0.07,0.05,,,,,93.39,69.32,0.00,7.77,7.64,0.00176017,13.90,1.46,5.49,0.99,0.45,0.94,0.15,0.77,0.15,0.34,0.05,0.28,0.05,0.88,0.73,,,,,,21.00,,27.40,7.73,22.40,103.00,5.60,62.00,16.40,1711.00,,,,0.13,,,,,0.05,,,,2.38,,,,,2.04,,13.10,,,0.16,,,91.30,0.47,687.00,,2.90,,,,,,
27*,,,,,"Geochemistry of lower crustal xenoliths from Neogene Hannuoba Basalt, North China Craton: Implications for petrogenesis and lower crustal composition. ",GEOCHIM. COSMOCHIM. ACTA,,,,Xenolith,,,Granulite,40.50,114.00,,42.63,1.65,14.97,,,,9.50,10.45,11.41,1.58,0.60,0.50,0.06,0.12,1.63,,,,92.91,66.24,0.05,218.84,3.49,0.003126486,8.91,1.39,7.57,2.11,0.81,1.94,0.32,2.05,0.39,1.02,0.16,0.86,0.11,,,,,,,,13.66,,445.96,72.43,39.79,74.54,65.82,28.71,19.09,78.26,,,,0.30,,,0.77,,0.10,,,,10.12,,,,,0.90,,1.58,,,0.32,,,13.92,0.02,1262.02,,4.49,,,,,,
DODSIE-BC-L-2,,,PETDB,10.1130/0016-7606(1988)100<0938:FOTMAC>2.3.CO;2,"FRAGMENTS OF THE MANTLE AND CRUST FROM BENEATH THE SIERRA NEVADA BATHOLITH:  XENOLITH SIN A VOLCANIC PIPE NEAR BIG CREEK, CALIFORNIA",GEOL SOC AMER BULL,,,,Xenolith,,,Granulite,37.22,-119.27,0.0001,52.9,0.8,14.85,2.53,,4.79,7.066494,5.3,13.56,4.1,0.63,0.52,0.28,0.12,0.7,,,,99.33,57.21,0.004,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DODSIE-BC-F-51,,,PETDB,10.1130/0016-7606(1988)100<0938:FOTMAC>2.3.CO;2,"FRAGMENTS OF THE MANTLE AND CRUST FROM BENEATH THE SIERRA NEVADA BATHOLITH:  XENOLITH SIN A VOLCANIC PIPE NEAR BIG CREEK, CALIFORNIA",GEOL SOC AMER BULL,,,,Xenolith,,,Granulite,37.22,-119.27,0.0001,49.5,0.68,7.52,3.72,,5.83,9.177256,16.6,13.5,1.02,0.07,0.06,0.05,0.15,0.75,,,,98.22,76.33,0.13,,,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DODSIE-BC-F-3,,,PETDB,10.1130/0016-7606(1988)100<0938:FOTMAC>2.3.CO;2,"FRAGMENTS OF THE MANTLE AND CRUST FROM BENEATH THE SIERRA NEVADA BATHOLITH:  XENOLITH SIN A VOLCANIC PIPE NEAR BIG CREEK, CALIFORNIA",GEOL SOC AMER BULL,,,,Xenolith,,,Granulite,37.22,-119.27,0.0001,45.6,0.62,14.92,6.04,,5.56,10.994792,10.85,12.95,1.93,0.07,0.06,0.08,0.18,0.3,,,,98.11,63.76,0.17,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DODSIE-BC-B-61,,,PETDB,10.1130/0016-7606(1988)100<0938:FOTMAC>2.3.CO;2,"FRAGMENTS OF THE MANTLE AND CRUST FROM BENEATH THE SIERRA NEVADA BATHOLITH:  XENOLITH SIN A VOLCANIC PIPE NEAR BIG CREEK, CALIFORNIA",GEOL SOC AMER BULL,,,,Xenolith,,,Granulite,37.22,-119.27,0.0001,50.5,2.58,15.3,3.07,,5.1,7.862386,4.96,12.3,3.35,0.49,0.41,0.43,0.15,,,,,97.49,52.94,0.01,,,0.008,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DODSIE-BC-G-26,,,PETDB,10.1130/0016-7606(1988)100<0938:FOTMAC>2.3.CO;2,"FRAGMENTS OF THE MANTLE AND CRUST FROM BENEATH THE SIERRA NEVADA BATHOLITH:  XENOLITH SIN A VOLCANIC PIPE NEAR BIG CREEK, CALIFORNIA",GEOL SOC AMER BULL,,,,Xenolith,,,Granulite,37.22,-119.27,0.0001,42.2,0.5,15.5,5.31,,4.67,9.447938,15.2,13.7,0.55,0.09,0.07,0.05,0.15,1.79,,,,97.34,74.15,0.058,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2448-BC10PAX107A,,,PETDB,10.1130/B30721.1,CHARACTERIZING THE CONTINENTAL BASEMENT OF THE CENTRAL ANDES: CONSTRAINTS FROM BOLIVIAN CRUSTAL XENOLITHS,GEOL SOC AMER BULL,,,,Xenolith,,,Granulite,-19.00,-67.00,1,77.4,0.8,10.6,0.1,,,0.08998,1.1,6.8,0.3,0.1,0.08,0.2,0.1,0.1,,,,97.29,95.61,0.02,95.8,33.7,0.00452615,66.9,8.2,31.8,6.1,1.8,5.5,0.9,4.6,0.9,2.1,0.3,2,0.3,,,,,,,,8.4,,45.9,5.7,57.6,54.7,16.8,,15.2,26.1,,,,1.4,,,,,2.5,,,,24.8,,,,,,,3.2,,,13.3,,,2.5,0.2,104.1,,18.3,,,,,,
DODSIE-BC-B-37,,,PETDB,10.1130/0016-7606(1988)100<0938:FOTMAC>2.3.CO;2,"FRAGMENTS OF THE MANTLE AND CRUST FROM BENEATH THE SIERRA NEVADA BATHOLITH:  XENOLITH SIN A VOLCANIC PIPE NEAR BIG CREEK, CALIFORNIA",GEOL SOC AMER BULL,,,,Xenolith,,,Granulite,37.22,-119.27,0.0001,58.5,0.78,13.6,3.02,,4.16,6.877396,2.95,11.2,1.18,1.96,1.63,0.21,0.11,2.15,,,,97.16,43.33,0.011,,,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2448-BC10PAX134,,,PETDB,10.1130/B30721.1,CHARACTERIZING THE CONTINENTAL BASEMENT OF THE CENTRAL ANDES: CONSTRAINTS FROM BOLIVIAN CRUSTAL XENOLITHS,GEOL SOC AMER BULL,,,,Xenolith,,,Granulite,-19.00,-67.00,1,74.2,0.5,12,0.8,,,0.71984,1.5,4,2,0.8,0.66412,0.3,0.2,0.4,,,,95.92,78.79,0.00,5.4,13.3,2.35737E-05,27.4,3.3,13.1,3.1,1.1,3.7,0.6,3.2,0.7,2,0.4,2.2,0.3,,,,,,,,5.6,,34.3,2.5,0.3,25.4,7.6,,10.4,1102,,,,0.8,,,,,0.7,,,,20.6,,,,,,,12,,,8,,,63.8,9.2,425.3,,10.6,,,,,,
PETDB-2448-BC10QSX107,,,PETDB,10.1130/B30721.1,CHARACTERIZING THE CONTINENTAL BASEMENT OF THE CENTRAL ANDES: CONSTRAINTS FROM BOLIVIAN CRUSTAL XENOLITHS,GEOL SOC AMER BULL,,,,Xenolith,,,Granulite,-19.00,-66.00,1,67.1,0.7,14.2,0.02,,,0.017996,1,11.5,0.2,0.02,0.016603,0.2,0.2,0.1,,,,94.94,99.00,0.00,14.8,32.9,5.50053E-05,67.5,8,31.1,5.8,1.5,5.5,0.8,4.7,1,2.7,0.4,2.7,0.4,,,,,,,,11.2,,109.2,4.2,0.7,33.7,4.8,,19.7,8.8,,,,0.8,,,,,1.3,,,,29.5,,,,,,,7.8,,,12.1,,,0.7,0.1,306.7,,11.9,,,,,,
PETDB-2448-BC93PAX03,,,PETDB,10.1130/B30721.1,CHARACTERIZING THE CONTINENTAL BASEMENT OF THE CENTRAL ANDES: CONSTRAINTS FROM BOLIVIAN CRUSTAL XENOLITHS,GEOL SOC AMER BULL,,,,Xenolith,,,Granulite,-19.00,-67.00,1,67.7,0.8,13.7,2.1,,,1.88958,2.8,3.5,2.3,2.1,1.743315,0.2,0.1,0.2,,,,94.89,72.54,0.01,46.1,16.7,0.001076532,29.1,3.3,12.7,2.6,1,2.7,0.5,3.3,0.8,2.5,0.4,2.8,0.4,,,,,,,,12.3,,77.8,4.9,13.7,36.9,18,191,12.8,561.3,,,,1.1,,,,,0.8,,,,19.2,,,,,,,26.5,,,6.1,,,91.9,6.4,343,,13,,,,,,
PETDB-2448-BC10PAX112,,,PETDB,10.1130/B30721.1,CHARACTERIZING THE CONTINENTAL BASEMENT OF THE CENTRAL ANDES: CONSTRAINTS FROM BOLIVIAN CRUSTAL XENOLITHS,GEOL SOC AMER BULL,,,,Xenolith,,,Granulite,-19.00,-67.00,1,66.8,0.5,15.9,0.8,,,0.71984,1.6,6.8,1.5,0.8,0.66412,0.6,0.2,0.1,,,,94.82,79.85,0.00,15.4,28.9,0.000557911,53.6,6.4,25.2,4.8,1.4,4.9,0.8,4.4,0.9,2.8,0.5,3.4,0.6,,,,,,,,11.9,,93.8,4.3,7.1,49.6,8.2,,16.9,52.4,,,,0.9,,,,,1.7,,,,30.3,,,,,,,7.2,,,8.5,,,29.3,1.7,186.8,,13,,,,,,
PETDB-2448-BC10PAX113,,,PETDB,10.1130/B30721.1,CHARACTERIZING THE CONTINENTAL BASEMENT OF THE CENTRAL ANDES: CONSTRAINTS FROM BOLIVIAN CRUSTAL XENOLITHS,GEOL SOC AMER BULL,,,,Xenolith,,,Granulite,-19.00,-67.00,1,63.4,0.6,15.7,,,,0,1.3,13.2,0.2,,0,0.2,0.4,,,,,94.80,100.00,0.00,8.5,16,5.50053E-05,34.8,4.4,17.9,3.9,1,4.2,0.7,4.4,1,3,0.5,3.5,0.6,,,,,,,,10.3,,107.4,7,0.7,24.3,2.8,,22.9,23.5,,,,0.7,,,,,1,,,,32.3,,,,,,,4,,,6.3,,,1.1,0.1,288.8,,9.8,,,,,,
PETDB-2448-BC93PAX14,,,PETDB,10.1130/B30721.1,CHARACTERIZING THE CONTINENTAL BASEMENT OF THE CENTRAL ANDES: CONSTRAINTS FROM BOLIVIAN CRUSTAL XENOLITHS,GEOL SOC AMER BULL,,,,Xenolith,,,Granulite,-19.00,-67.00,1,65.1,0.7,16.7,0.3,,,0.26994,1.7,8.8,0.6,0.3,0.249045,0.3,0.2,0.1,,,,94.37,91.82,0.01,43.1,25.7,0.000895801,49.7,6,24,5.2,1.5,5.8,1,5.8,1.1,3.1,0.5,3.2,0.5,,,,,,,,13.2,,82.5,6,11.4,42.9,11.8,172.9,16.2,89.8,,,,1.1,,,,,1.4,,,,28.2,,,,,,,9.4,,,12.3,,,11.1,0.5,194.7,,11.4,,,,,,
PETDB-2448-BC10QSX106,,,PETDB,10.1130/B30721.1,CHARACTERIZING THE CONTINENTAL BASEMENT OF THE CENTRAL ANDES: CONSTRAINTS FROM BOLIVIAN CRUSTAL XENOLITHS,GEOL SOC AMER BULL,,,,Xenolith,,,Granulite,-19.00,-66.00,1,63.1,0.6,15.2,0.03,,,0.026994,1.8,12.9,0.3,0.03,0.0249045,0.3,0.3,0.2,,,,94.26,99.17,0.00,17.2,34.8,7.07211E-05,70.8,8.6,34.3,6.6,1.4,6.2,0.9,4.9,1,2.7,0.5,2.8,0.4,,,,,,,,11,,85.6,7.5,0.9,34.3,17.3,,21.6,12.4,,,,0.9,,,,,1.1,,,,30.5,,,,,,,3.3,,,9.9,,,0.9,0.1,251,,16.6,,,,,,
PETDB-2448-BC10PAX110,,,PETDB,10.1130/B30721.1,CHARACTERIZING THE CONTINENTAL BASEMENT OF THE CENTRAL ANDES: CONSTRAINTS FROM BOLIVIAN CRUSTAL XENOLITHS,GEOL SOC AMER BULL,,,,Xenolith,,,Granulite,-19.00,-67.00,1,60.9,0.7,17.5,0.1,,,0.08998,1.5,12.5,0.4,0.1,0.083015,0.3,0.4,0.6,,,,94.09,96.74,0.00,9.4,27.2,3.14316E-05,57.9,6.9,27.6,5.6,1.7,5.6,0.9,5.3,1.2,3.3,0.6,3.5,0.5,,,,,,,,8.8,,110.4,8,0.4,33.5,4.7,,46.1,81.9,,,,1.1,,,,,1.9,,,,38.4,,,,,,,3.8,,,10.4,,,2.7,0.2,127.3,,34.2,,,,,,
PETDB-2448-BC10QSX101,,,PETDB,10.1130/B30721.1,CHARACTERIZING THE CONTINENTAL BASEMENT OF THE CENTRAL ANDES: CONSTRAINTS FROM BOLIVIAN CRUSTAL XENOLITHS,GEOL SOC AMER BULL,,,,Xenolith,,,Granulite,-19.00,-66.00,1,67.4,0.8,12.5,0.1,,,0.08998,2.7,9.7,0.4,0.1,0.08,0.1,0.3,0.6,,,,93.99,98.17,0.00,15.9,37.2,6.28632E-05,78,9.4,37,7.1,1.7,6.6,1,5.5,1.2,3.1,0.5,3.3,0.5,,,,,,,,12.1,,84.3,10.8,0.8,42.6,13,,14.9,17.3,,,,1.2,,,,,2,,,,32.9,,,,,,,4.9,,,12.2,,,0.9,0.1,214.3,,15.4,,,,,,
PETDB-2448-BC93QNX02,,,PETDB,10.1130/B30721.1,CHARACTERIZING THE CONTINENTAL BASEMENT OF THE CENTRAL ANDES: CONSTRAINTS FROM BOLIVIAN CRUSTAL XENOLITHS,GEOL SOC AMER BULL,,,,Xenolith,,,Granulite,-19.00,-66.00,1,68.5,0.8,13.4,0.2,,,0.17996,1.9,6.5,0.6,0.2,0.16603,0.2,0.2,2,,,,92.28,94.96,0.01,58.3,32.7,0.00138299,64.8,7.7,30.1,5.8,1.3,5.5,0.9,5,1,3,0.5,3.1,0.5,,,,,,,,11.2,,84.8,6.9,17.6,42.9,13.9,206.3,14.7,44.6,,,,1.5,,,,,1.7,,,,26.9,,,,,,,10.4,,,13.6,,,5.9,1.3,131.3,,19.3,,,,,,
PETDB-2448-BC10PAX107B,,,PETDB,10.1130/B30721.1,CHARACTERIZING THE CONTINENTAL BASEMENT OF THE CENTRAL ANDES: CONSTRAINTS FROM BOLIVIAN CRUSTAL XENOLITHS,GEOL SOC AMER BULL,,,,Xenolith,,,Granulite,-19.00,-67.00,1,59,0.7,17.4,0.4,,,0.35992,2.2,9.7,0.5,0.4,0.33,0.3,0.8,1.6,,,,91.06,91.60,0.00,9.8,29.5,1.57158E-05,60.9,7.5,29.8,6.5,2,6.9,1.2,7.2,1.7,4.9,0.9,5.7,0.9,,,,,,,,11.2,,105.6,5.8,0.2,41.5,3.5,,24.6,67.9,,,,1.5,,,,,3.1,,,,54.3,,,,,,,5.8,,,9.1,,,19.3,0.6,127.6,,20.3,,,,,,
5116,,,GEOROC,10.5575/geosoc.108.353,PETROLOGY AND GEOCHEMISTRY OF LOWER-CRUSTAL XENOLITHS FROM ALKALI BASALTS OF THE VITIM PLATEAU,GEOL. GEOFIZ.,,,,Xenolith,,,Granulite,53.00,113.00,,46.30,0.64,12.01,,,,12.96,11.74,14.15,1.42,0.11,0.09,0.01,0.22,,,,,99.55,61.76,0.01,55.00,,0.008015058,,,,,,,,,,,,,,,,,,,,,,,,64.00,102.00,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.00,,,,,,,,
TL 203,,,GEOROC,10.1017/S001675681300040X,"CRUSTAL XENOLITHS FROM TALLANTE (BETIC CORDILLERA, SPAIN): INSIGHTS INTO THE CRUST-MANTLE BOUNDARY",GEOL. MAG.,,,,METAMORPHIC,UNKNOWN,UNKNOWN,METAPELITE,37.65,-1.15,0.01,75.65,0.04,14.91,,4.56,,4.10,1,1.48,1.57,0.14,0.12,0.01,0.07,0.58,,,,98.96,30.29,,75.8,1.35426,,2.18158,0.215574,0.813679,0.309389,0.77339,1.67194,0.571582,3.66026,0.816486,2.34611,0.431122,2.76758,0.442067,,,,,,,,12.4,,77.4,16.5,32.9,,,4.7,,43,,,,,,,,,,,,,21.7371,,,,,,,,,,3.7,,,1.74039,,43.8,,0.6,,,,,,
TL 380,,,GEOROC,10.1017/S001675681300040X,"CRUSTAL XENOLITHS FROM TALLANTE (BETIC CORDILLERA, SPAIN): INSIGHTS INTO THE CRUST-MANTLE BOUNDARY",GEOL. MAG.,,,,METAMORPHIC,UNKNOWN,UNKNOWN,METAPELITE,37.65,-1.15,0.01,74.21,0.09,14.19,,6.55,,5.89,1.23,1.78,1.25,0.12,0.10,0.04,0.08,0.45,,,,98.84,27.12,,87,1.53967,,4.36514,0.352364,1.44763,0.656139,0.817845,2.21482,0.663297,4.26779,0.98416,2.87194,0.509035,3.27371,0.494728,,,,,,,,16.7,,97,20.9,45.1,,,7.1,,76.9,,,,,,,,,,,,,26.2822,,,,,,,,,,3.7,,,0.646637,,47.3,,0,,,,,,
TL 29,,,GEOROC,10.1017/S001675681300040X,"CRUSTAL XENOLITHS FROM TALLANTE (BETIC CORDILLERA, SPAIN): INSIGHTS INTO THE CRUST-MANTLE BOUNDARY",GEOL. MAG.,,,,METAMORPHIC,UNKNOWN,UNKNOWN,METAPELITE,37.65,-1.15,0.01,66.88,0.48,19.71,,9.34,,8.40,1.5,0.31,0.13,0.13,0.11,0.01,0.07,1.42,,,,97.61,24.14,,134.4,,,,,,,,,,,,,,,,,,,,,,,19.4,,208.2,27.1,49,,,17,,25.5,,,,,,,,,,,,,,,,,,,,,,,6.6,,,,,16.7,,3.2,,,,,,
27,,,,,Petrology and geochemistry of lower crustal xenoliths from northern Queensland and inferences on lower crustal composition,"Geological Society of London, Special Publication",,,,Xenolith,,,Granulite,-23.15,144.00,,73.80,0.12,14.80,,,1.20,1.20,0.32,1.11,3.26,5.48,4.55,0.17,,,,,,100.09,32.21,0.00,,53.50,0,104.00,12.10,41.80,6.58,0.64,3.77,0.43,,0.17,0.34,,0.21,,,,,,,,,,,,,,,,208.00,,1050.00,,,,,,,3.30,,1.86,,,,8.40,,,,,6.00,,20.40,,,22.80,,,196.00,2.80,198.00,,7.37,,,,,,
395,,,,,Petrology and geochemistry of lower crustal xenoliths from northern Queensland and inferences on lower crustal composition,"Geological Society of London, Special Publication",,,,Xenolith,,,Granulite,-23.15,144.00,,73.20,0.12,15.80,,,1.03,1.03,0.52,2.34,4.91,2.17,1.80,0.13,,,,,,100.09,47.35,0.00,,6.90,0,16.10,1.91,7.30,1.23,0.30,0.71,0.11,0.45,0.09,0.30,,0.43,,,,,,,,,,,,,,,,70.00,,,,,,,,,1.40,,0.48,,,,2.80,,,,,2.00,,5.30,,,1.36,,,60.00,1.10,370.00,,2.40,,,,,,
398,,,,,Petrology and geochemistry of lower crustal xenoliths from northern Queensland and inferences on lower crustal composition,"Geological Society of London, Special Publication",,,,Xenolith,,,Granulite,-23.15,144.00,,69.00,0.55,16.40,,,2.91,2.91,1.92,3.31,4.27,1.70,1.41,0.22,,,,,,100.06,54.03,0.00,,44.00,0,85.80,7.48,26.20,3.31,1.07,1.13,0.17,,0.14,0.31,,0.27,,,,,,,,,,,,,,,,260.00,,2140.00,,,,,,,1.80,,0.31,,,,3.11,,,,,4.40,,7.40,,,4.91,,,54.00,0.68,885.00,,3.53,,,,,,
AC6/17,,,,,Petrology and geochemistry of lower crustal xenoliths from northern Queensland and inferences on lower crustal composition,"Geological Society of London, Special Publication",,,,Xenolith,,,Granulite,-23.15,144.00,,62.00,0.79,18.20,,,5.50,5.50,4.05,3.60,3.14,2.51,2.08,,0.15,,,,,99.94,56.75,0.00,,16.00,0,32.50,3.85,15.80,3.57,1.26,4.27,0.80,5.19,1.07,3.02,,2.94,,,,,,,,,,,,,,,,148.00,,806.00,,,,,,,2.20,,0.36,,,,27.00,,,,,4.12,,6.00,,,2.69,,,54.00,2.00,449.00,,7.90,,,,,,
AC5/15,,,,,Petrology and geochemistry of lower crustal xenoliths from northern Queensland and inferences on lower crustal composition,"Geological Society of London, Special Publication",,,,Xenolith,,,Granulite,-23.15,144.00,,63.10,0.60,17.50,,,5.83,5.83,3.72,3.59,3.27,2.32,1.93,,,,,,,99.93,53.20,0.04,172.00,41.90,0.005421951,73.10,9.15,29.70,5.45,1.38,3.25,,2.51,0.57,1.66,,1.60,,,,,,,,,,,130.00,,69.00,88.00,47.00,129.00,,1055.00,,,,,,,2.70,,0.73,,,,19.50,,,,,3.60,,9.30,,,6.11,,,65.00,4.90,487.00,,7.50,,,,,,
21,,,,,Petrology and geochemistry of lower crustal xenoliths from northern Queensland and inferences on lower crustal composition,"Geological Society of London, Special Publication",,,,Xenolith,,,Granulite,-23.15,144.00,,71.50,0.20,15.90,,,2.38,2.38,1.00,3.06,4.48,1.38,1.15,0.17,,,,,,99.90,42.81,0.00,,11.40,0,21.30,2.27,8.20,1.21,0.45,0.83,0.10,,0.09,0.22,,0.21,,,,,,,,,,,,,,,,51.00,,334.00,,,,,,,2.50,,0.59,,,,2.80,,,,,2.00,,12.20,,,3.76,,,46.00,3.80,191.00,,5.10,,,,,,
24,,,,,Petrology and geochemistry of lower crustal xenoliths from northern Queensland and inferences on lower crustal composition,"Geological Society of London, Special Publication",,,,Xenolith,,,Granulite,-23.15,144.00,,69.00,0.27,16.60,,,2.95,2.95,1.19,4.09,4.42,1.34,1.11,0.17,,,,,,99.86,41.82,0.00,,15.40,0,29.80,3.44,12.90,2.25,0.72,1.66,0.25,1.36,0.24,0.53,,0.51,,,,,,,,,,,,,,,,155.00,,680.00,,,,,,,2.10,,0.17,,,,6.40,,,,,3.80,,4.00,,,1.48,,,37.00,1.20,773.00,,4.70,,,,,,
158,,,,,Petrology and geochemistry of lower crustal xenoliths from northern Queensland and inferences on lower crustal composition,"Geological Society of London, Special Publication",,,,Xenolith,,,Granulite,-23.15,144.00,,57.80,0.72,14.90,,,9.43,9.43,3.88,9.58,2.71,0.57,0.47,0.15,0.20,,,,,99.79,42.30,0.00,,12.70,0,34.50,4.19,17.90,3.98,1.28,3.30,0.56,3.88,0.71,1.86,,1.67,,,,,,,,,,,,,,,,67.00,,176.00,,,,,,,2.40,,0.70,,,,20.40,,,,,1.60,,9.40,,,3.59,,,2.65,0.14,373.00,,3.85,,,,,,
,,,,,Petrology and geochemistry of lower crustal xenoliths from northern Queensland and inferences on lower crustal composition,"Geological Society of London, Special Publication",,,,Xenolith,,,Granulite,-23.15,144.00,,51.40,1.24,15.50,,,12.50,12.50,3.76,12.60,2.24,0.21,0.17,0.14,0.33,,,,,99.78,34.89,0.00,,14.70,0,29.60,3.38,14.30,3.62,1.48,3.91,0.73,4.93,1.10,3.14,,3.12,,,,,,,,,,,,,,,,87.00,,136.00,,,,,,,2.30,,2.12,,,,26.60,,,,,2.10,,7.50,,,4.57,,,0.72,0.08,353.00,,3.32,,,,,,
KU5,,,,,Petrology and geochemistry of lower crustal xenoliths from northern Queensland and inferences on lower crustal composition,"Geological Society of London, Special Publication",,,,Xenolith,,,Granulite,-23.15,144.00,,64.40,0.44,19.20,,,2.51,2.51,1.18,5.11,6.08,0.67,0.56,0.26,0.13,,,,,99.72,45.58,0.00,,14.00,0,38.50,5.77,29.70,7.00,1.81,5.18,0.72,4.09,0.73,1.78,,1.89,,,,,,,,,,,,,,,,102.00,,125.00,,,,,,,3.50,,1.99,,,,22.40,,,,,4.70,,5.00,,,2.07,,,7.00,0.90,736.00,,12.80,,,,,,
28,,,,,Petrology and geochemistry of lower crustal xenoliths from northern Queensland and inferences on lower crustal composition,"Geological Society of London, Special Publication",,,,Xenolith,,,Granulite,-23.15,144.00,,59.70,0.61,16.50,,,7.00,7.00,3.67,6.55,4.40,1.12,0.93,0.23,0.17,,,,,99.72,48.30,0.00,,10.00,0,23.50,3.00,13.50,3.40,1.07,3.02,0.50,3.08,0.59,1.60,,1.62,,,,,,,,,,,,,,,,100.00,,104.00,,,,,,,2.80,,0.30,,,,14.90,,,,,2.50,,4.10,,,0.27,,,29.00,2.90,226.00,,4.30,,,,,,
40,,,,,Petrology and geochemistry of lower crustal xenoliths from northern Queensland and inferences on lower crustal composition,"Geological Society of London, Special Publication",,,,Xenolith,,,Granulite,-23.15,144.00,,68.00,0.26,16.20,,,3.10,3.10,1.41,4.77,4.28,1.54,1.28,0.20,,,,,,99.56,44.76,0.00,,13.60,0,29.10,3.19,14.00,2.82,0.82,1.57,0.21,1.15,0.28,0.75,,0.67,,,,,,,,,,,,,,,,121.00,,1128.00,,,,,,,0.90,,0.21,,,,7.20,,,,,3.00,,7.20,,,0.73,,,16.00,0.40,546.00,,2.90,,,,,,
AC6/14,,,,,Petrology and geochemistry of lower crustal xenoliths from northern Queensland and inferences on lower crustal composition,"Geological Society of London, Special Publication",,,,Xenolith,,,Granulite,-23.15,144.00,,68.30,0.45,15.80,,,4.05,4.05,2.57,2.18,3.29,2.76,2.29,,,,,,,99.40,53.06,0.03,142.00,59.10,0.005736267,113.00,11.60,40.80,6.20,1.39,3.38,0.50,2.68,0.48,1.33,,1.28,,,,,,,,,,,85.00,,73.00,86.00,40.00,120.00,,793.00,,,,,,,3.10,,0.83,,,,9.40,,,,,3.81,,12.70,,,22.10,,,89.00,1.30,452.00,,8.30,,,,,,
AC5/15a,,,,,Petrology and geochemistry of lower crustal xenoliths from northern Queensland and inferences on lower crustal composition,"Geological Society of London, Special Publication",,,,Xenolith,,,Granulite,-23.15,144.00,,67.30,0.40,16.50,,,3.30,3.30,2.16,4.14,3.50,1.59,1.32,,,,,,,98.89,53.84,0.00,,13.00,0,25.20,3.06,12.20,2.35,0.94,1.78,0.28,1.61,0.30,0.83,,0.82,,,,,,,,,,,,,,,,158.00,,445.00,,,,,,,2.00,,0.31,,,,8.40,,,,,4.84,,8.00,,,0.49,,,42.00,0.80,384.00,,6.60,,,,,,
106,,,,,Petrology and geochemistry of lower crustal xenoliths from northern Queensland and inferences on lower crustal composition,"Geological Society of London, Special Publication",,,,Xenolith,,,Granulite,-23.15,144.00,,51.70,0.63,14.90,,,10.10,10.10,6.43,10.90,3.25,0.67,0.56,0.34,,,,,,98.58,53.15,0.00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
